condition	ddg_head_mode	arch	label	n_ddg	encoder_mode	exp	env	options	result_root	log_dir	log	gpu	rc	val_mae	ci_width	best_n	hparams	scaling_json
B_ddG	shared	shared	enc3e-4	320	hot	ddgheadhpo_shared_enc3e-4	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'encoder-lr': '3e-4', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_shared_enc3e-4', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_shared_enc3e-4', 'n-ddg-list': 320, 'ddg-head-mode': 'shared'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_shared_enc3e-4.log	2	0	6.667766237530253	1.532290322467535	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 0.0003, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'shared', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_shared_enc3e-4/scaling.json
B_ddG	shared	shared	enc3e-5	320	hot	ddgheadhpo_shared_enc3e-5	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'encoder-lr': '3e-5', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_shared_enc3e-5', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_shared_enc3e-5', 'n-ddg-list': 320, 'ddg-head-mode': 'shared'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_shared_enc3e-5.log	1	0	5.919528406117095	1.4215768367040305	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 3e-05, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'shared', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_shared_enc3e-5/scaling.json
B_ddG	shared	shared	fixed	320	hot	ddgheadhpo_shared_fixed	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'mtl-weight-mode': 'fixed', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_shared_fixed', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_shared_fixed', 'n-ddg-list': 320, 'ddg-head-mode': 'shared'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_shared_fixed.log	6	0	6.187460962488967	1.501495679990307	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 0.0001, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'fixed', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'shared', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_shared_fixed/scaling.json
B_ddG	shared	shared	lr1e-4_enc3e-5	320	hot	ddgheadhpo_shared_lr1e-4_enc3e-5	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'learning-rate': '1e-4', 'encoder-lr': '3e-5', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_shared_lr1e-4_enc3e-5', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_shared_lr1e-4_enc3e-5', 'n-ddg-list': 320, 'ddg-head-mode': 'shared'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_shared_lr1e-4_enc3e-5.log	3	0	5.959403007488091	1.4447900401293445	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0001, 'encoder_lr': 3e-05, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'shared', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_shared_lr1e-4_enc3e-5/scaling.json
B_ddG	context	shared	default	320	hot	ddgheadhpo_context_default	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_context_default', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_context_default', 'n-ddg-list': 320, 'ddg-head-mode': 'context'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_context_default.log	0	0	6.305710843546728	1.413937187041502	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 0.0001, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'context', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_context_default/scaling.json
B_ddG	context	shared	drop0.05	320	hot	ddgheadhpo_context_drop0.05	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'dropout-rate': '0.05', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_context_drop0.05', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_context_drop0.05', 'n-ddg-list': 320, 'ddg-head-mode': 'context'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_context_drop0.05.log	4	0	6.152048433437535	1.5851619165218	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 0.0001, 'weight_decay': 0.04, 'dropout_rate': 0.05, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'context', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_context_drop0.05/scaling.json
B_ddG	context	shared	drop0.30	320	hot	ddgheadhpo_context_drop0.30	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'dropout-rate': '0.30', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_context_drop0.30', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_context_drop0.30', 'n-ddg-list': 320, 'ddg-head-mode': 'context'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_context_drop0.30.log	5	0	6.688143750527957	1.5284484399509637	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 0.0001, 'weight_decay': 0.04, 'dropout_rate': 0.3, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'context', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_context_drop0.30/scaling.json
B_ddG	context	shared	enc3e-4	320	hot	ddgheadhpo_context_enc3e-4	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'encoder-lr': '3e-4', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_context_enc3e-4', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_context_enc3e-4', 'n-ddg-list': 320, 'ddg-head-mode': 'context'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_context_enc3e-4.log	2	0	6.41000263476331	1.4210057586296276	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 0.0003, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'context', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_context_enc3e-4/scaling.json
B_ddG	context	shared	enc3e-5	320	hot	ddgheadhpo_context_enc3e-5	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'encoder-lr': '3e-5', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_context_enc3e-5', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_context_enc3e-5', 'n-ddg-list': 320, 'ddg-head-mode': 'context'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_context_enc3e-5.log	1	0	6.133849467362736	1.4450707402481013	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 3e-05, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'context', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_context_enc3e-5/scaling.json
B_ddG	context	shared	fixed	320	hot	ddgheadhpo_context_fixed	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'mtl-weight-mode': 'fixed', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_context_fixed', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_context_fixed', 'n-ddg-list': 320, 'ddg-head-mode': 'context'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_context_fixed.log	6	0	6.26897216506902	1.41225493505058	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 0.0001, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'fixed', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'context', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_context_fixed/scaling.json
B_ddG	context	shared	lr1e-4_enc3e-5	320	hot	ddgheadhpo_context_lr1e-4_enc3e-5	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'learning-rate': '1e-4', 'encoder-lr': '3e-5', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_context_lr1e-4_enc3e-5', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_context_lr1e-4_enc3e-5', 'n-ddg-list': 320, 'ddg-head-mode': 'context'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_context_lr1e-4_enc3e-5.log	3	0	5.891193038567754	1.369554047694792	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0001, 'encoder_lr': 3e-05, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'context', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_context_lr1e-4_enc3e-5/scaling.json
B_ddG	calibrated	shared	default	320	hot	ddgheadhpo_calibrated_default	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_calibrated_default', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_calibrated_default', 'n-ddg-list': 320, 'ddg-head-mode': 'calibrated'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_calibrated_default.log	0	0	6.047738928838111	1.5153581857430831	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 0.0001, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'calibrated', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_calibrated_default/scaling.json
B_ddG	calibrated	shared	drop0.05	320	hot	ddgheadhpo_calibrated_drop0.05	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'dropout-rate': '0.05', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_calibrated_drop0.05', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_calibrated_drop0.05', 'n-ddg-list': 320, 'ddg-head-mode': 'calibrated'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_calibrated_drop0.05.log	4	0	5.978464363276291	1.5143474045476433	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 0.0001, 'weight_decay': 0.04, 'dropout_rate': 0.05, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'calibrated', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_calibrated_drop0.05/scaling.json
B_ddG	calibrated	shared	drop0.30	320	hot	ddgheadhpo_calibrated_drop0.30	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'dropout-rate': '0.30', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_calibrated_drop0.30', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_calibrated_drop0.30', 'n-ddg-list': 320, 'ddg-head-mode': 'calibrated'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_calibrated_drop0.30.log	5	0	6.564010868419665	1.5163500359955036	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 0.0001, 'weight_decay': 0.04, 'dropout_rate': 0.3, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'calibrated', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_calibrated_drop0.30/scaling.json
B_ddG	calibrated	shared	enc3e-4	320	hot	ddgheadhpo_calibrated_enc3e-4	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'encoder-lr': '3e-4', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_calibrated_enc3e-4', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_calibrated_enc3e-4', 'n-ddg-list': 320, 'ddg-head-mode': 'calibrated'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_calibrated_enc3e-4.log	2	0	7.155892770932285	1.504690949818647	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 0.0003, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'calibrated', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_calibrated_enc3e-4/scaling.json
B_ddG	calibrated	shared	enc3e-5	320	hot	ddgheadhpo_calibrated_enc3e-5	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'encoder-lr': '3e-5', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_calibrated_enc3e-5', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_calibrated_enc3e-5', 'n-ddg-list': 320, 'ddg-head-mode': 'calibrated'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_calibrated_enc3e-5.log	1	0	5.7158889266790895	1.4533718649528113	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 3e-05, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'calibrated', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_calibrated_enc3e-5/scaling.json
B_ddG	calibrated	shared	fixed	320	hot	ddgheadhpo_calibrated_fixed	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'mtl-weight-mode': 'fixed', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_calibrated_fixed', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_calibrated_fixed', 'n-ddg-list': 320, 'ddg-head-mode': 'calibrated'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_calibrated_fixed.log	6	0	6.233644545201264	1.50728282606147	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0003, 'encoder_lr': 0.0001, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'fixed', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'calibrated', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_calibrated_fixed/scaling.json
B_ddG	calibrated	shared	lr1e-4_enc3e-5	320	hot	ddgheadhpo_calibrated_lr1e-4_enc3e-5	{'DETACH_AUX_ENCODER': 'true'}	{'train-mode': 'mtl', 'selection-scope': 'tm', 'final-eval-split': 'val', 'model-arch': 'shared', 'ddg-source': 'FEP', 'md-source': 'none', 'learning-rate': '1e-4', 'encoder-lr': '3e-5', 'encoder-mode': 'hot', 'n-runs': 3, 'exp-name': 'ddgheadhpo_calibrated_lr1e-4_enc3e-5', 'result-dir': '/home/yasu/tmp/sim2real/results/ddg_head_search/hpo/ddgheadhpo_calibrated_lr1e-4_enc3e-5', 'n-ddg-list': 320, 'ddg-head-mode': 'calibrated'}	/home/yasu/tmp/sim2real/results/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search	/home/yasu/tmp/sim2real/logs/ddg_head_search/ddgheadhpo_calibrated_lr1e-4_enc3e-5.log	3	0	6.314314833573066	1.4859759719865941	320	{'num_train_epochs': 400, 'batch_size': 16, 'learning_rate': 0.0001, 'encoder_lr': 3e-05, 'weight_decay': 0.04, 'dropout_rate': 0.15, 'early_stopping_patience': 15, 'early_stopping_threshold': 0.0, 'warmup_steps': 100, 'lora_r': 8, 'lora_alpha': 16, 'use_lora': False, 'encoder_mode': 'hot', 'base_model_name': 'facebook/esm2_t6_8M_UR50D', 'mtl_weight_mode': 'uncertainty', 'md_weight': 1.0, 'model_arch': 'shared', 'ddg_head_mode': 'calibrated', 'ddg_context_dim': 4, 'detach_aux_encoder': True}	/home/yasu/tmp/sim2real/results/ddgheadhpo_calibrated_lr1e-4_enc3e-5/scaling.json
